Discipline and Punish: The Birth of the Prison, 4.21, 19054
A Briefer History of Time, 4.19, 23295
Fly by Night (Fly by Night #1), 3.77, 4974
Dark Challenge (Dark #5), 4.23, 18911
Chicken Soup for the Soul, 3.95, 30845
The Lost Days (Emily the Strange Novels #1), 3.91, 5016
1Q84 BOOK 3 (1Q84 #3), 3.86, 17969
Angelology (Angelology #1), 3.41, 14996
Carrion Comfort, 3.89, 15192
The Hidden (The Hollow #3), 4.15, 8192
Beatrice and Virgil, 3.13, 17299
The Lady in the Lake (Philip Marlowe #4), 4.06, 13717
The Assassin and the Pirate Lord (Throne of Glass #0.1), 4.23, 23178
The Scarlet Thread, 4.15, 22826
The German Ideology, 4.05, 2513
The History of Sexuality Volume 1: An Introduction, 4.03, 14281
The Heretic Queen, 4.21, 18596
Drown, 4.05, 25936
Caim, 3.89, 13087
Hexed (The Iron Druid Chronicles #2), 4.22, 45876
The Evolution of Calpurnia Tate (Calpurnia Tate #1), 3.98, 24932
Faking It (Losing It #2), 3.96, 30439
Loving Mr. Daniels, 4.28, 22676
The Impossible Knife of Memory, 3.93, 22889
The Tin Roof Blowdown (Dave Robicheaux #16), 4.17, 11573
Debt of Honor (Jack Ryan Universe #8), 4.03, 37255
Bud Not Buddy, 3.89, 77830
Hymns of The Church of Jesus Christ of Latter-day Saints, 4.65, 6672
Shadow of the Moon, 4.19, 3251
Flirt (Anita Blake Vampire Hunter #18), 3.70, 28819
An Equal Music, 3.77, 7860
Civilization and Its Discontents, 3.76, 24766
Seeking Crystal (Benedicts #3), 4.32, 6466
Rock Chick Rescue (Rock Chick #2), 4.31, 30265
Cross (Alex Cross #12), 3.99, 46916
Two Truths and a Lie (The Lying Game #3), really liked it 4.00, 12594
The Night Manager, 3.79, 9565
The Changeling, 4.15, 1255
The Violent Bear It Away, 4.14, 7992
The Candy Shop War (The Candy Shop War #1), 4.04, 21427
The Darkest Passion (Lords of the Underworld #5), 4.37, 34801
Happy Ever After (Bride Quartet #4), 4.17, 46521
Phantom (The Vampire Diaries: The Hunters #1), 3.76, 11937
The Round House, 3.91, 77977
Tempting the Best Man (Gamble Brothers #1), 3.72, 28889
The Fever Series, 4.65, 5098
Picnic at Hanging Rock, 3.73, 7196
The Assassin and the Desert (Throne of Glass #0.3), 4.40, 21041
The Lone Ranger and Tonto Fistfight in Heaven, 4.09, 20738
What's Eating Gilbert Grape, 4.10, 12275
Little Earthquakes, 3.76, 80987
Blue Highways, really liked it 4.00, 17135
Magician: Master (The Riftwar Saga #2), 4.25, 56059
The Ruby in the Smoke (Sally Lockhart #1), 3.75, 19778
Maitreyi, 3.92, 12309
The Last Summer, 3.58, 28184
The Sinner (Rizzoli & Isles #3), 4.13, 34411
Pnin, 3.90, 14410
Scorpia Rising (Alex Rider #9), 4.29, 25386
Falling Under (Falling Under #1), 3.78, 16012
The Yellow Wall-Paper, 4.11, 60683
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets, 3.96, 28893
Skipping Christmas, 3.47, 46667
Aunt Julia and the Scriptwriter, 3.90, 12696
The March of Folly: From Troy to Vietnam, 4.03, 4212
Time of the Twins (Dragonlance: Legends #1), 4.13, 27846
The Bloody Crown of Conan (Conan the Cimmerian #2), 4.29, 3476
Last Night in Twisted River, 3.74, 21004
Seriously... I'm Kidding, 3.72, 81540
For You (The 'Burg #1), 4.19, 24806
Red Hill (Red Hill #1), 3.91, 11036
Gulliver's Travels / A Modest Proposal, 3.77, 1933
Twilight (Warriors: The New Prophecy #5), 4.30, 17222
The Masterharper of Pern (Pern #15), 4.22, 20751
A Simple Plan, 3.91, 20274
Heart on a Chain, 4.04, 16452
Hana (Delirium #1.5), 3.63, 21544
Berserk Vol. 1 (Berserk #1), 4.38, 11042
The Cellist of Sarajevo, 4.02, 24689
Fractured (Will Trent #2), 4.18, 28499
We Are All Welcome Here, 3.82, 8456
Consumed (Consumed #1), 4.09, 14208
Ever After (The Hollows #11), 4.45, 26488
So You Want to Be a Wizard (Young Wizards #1), 3.80, 22683
So Long See You Tomorrow, 3.93, 6054
The Sunflower: On the Possibilities and Limits of Forgiveness, 4.08, 5945
No Time for Goodbye (No Time For Goodbye #1), really liked it 4.00, 22061
Herzog, 3.79, 15879
Cleopatra's Daughter, 4.11, 21475
Hiroshima Mon Amour, 3.92, 2992
Letter to a Child Never Born, 3.88, 7958
Running Barefoot, 4.32, 6523
Pivot Point (Pivot Point #1), 4.08, 22117
The Signature of All Things, 3.81, 72264
The Book of Illusions, 3.89, 16815
Dreams of Joy (Shanghai Girls #2), 4.06, 48093
Beyond Tuesday Morning (9/11 #2), 4.37, 8023
No One Here Gets Out Alive, 3.92, 30592
The Husband, 3.80, 38685
Autumn in Peking, 3.98, 1877
Bidadari Bidadari Surga, 4.27, 6354
Drowned Wednesday (The Keys to the Kingdom #3), 3.85, 22595
The Fire Chronicle (The Books of Beginning #2), 4.24, 6367
The Fill-In Boyfriend, 3.92, 35160
Improbable, 4.09, 9010
Season of Migration to the North, 3.70, 13646
My Best Friend's Brother, 3.53, 782
Ark Angel (Alex Rider #6), 4.12, 36346
The Little Vampire, 4.02, 3452
Full Tilt, 3.95, 5961
The Songlines, 3.98, 7373
So Much Closer, 3.69, 8996
Train to Pakistan, 3.86, 14933
Just One Day (Just One Day #1), 4.02, 68329
Eric (Discworld #9; Rincewind #4), 3.72, 45629
Wild at Heart: Discovering the Secret of a Man's Soul, 3.93, 54225
Ruined (Ruined #1), 3.83, 11895
The Diary of a Nobody, 3.71, 10026
Memories of Midnight, 3.68, 15353
Among the Impostors (Shadow Children #2), 4.06, 24391
The Folk of the Faraway Tree (The Faraway Tree #3), 4.32, 12870
The Rose Garden, 4.01, 23404
Beyond the Kingdoms (The Land of Stories #4), 4.52, 13225
Asylum: A Hidden Tale - Sinister Tales, 4.37, 27
Anne Tyler: An Omnibus: Dinner at the Homesick Restaurant / The Accidental Tourist / Breathing Lessons, 4.15, 667
The Big Sleep / Farewell My Lovely, 4.24, 730
Queen of Song and Souls (Tairen Soul #4), 4.29, 6572
Ireland, 3.99, 7604
Nightlight: A Parody, 3.08, 9223
The Eternal Ones (Eternal Ones #1), 3.75, 10756
Altered (Altered #1), 4.04, 17270
Journey to Ixtlan, 4.11, 8211
Storm of Steel, 4.08, 5836
The Thin Man, 3.97, 22379
The Art of Seduction, 4.06, 12028
Pictures of Hollis Woods, really liked it 4.00, 24769
Eyes Like Stars (Théâtre Illuminata #1), 3.73, 11789
Epic Fail, 3.73, 30931
Short-Straw Bride (Archer Brothers #1), 4.21, 8802
Wild Man (Dream Man #2), 4.20, 35698
The Accidental Vampire (Argeneau #7), 4.22, 16206
Griffin and Sabine (Griffin & Sabine #1), really liked it 4.00, 39561
Edge of Dawn (Midnight Breed #11), 4.24, 10610
Rush Too Far (Rosemary Beach #4; Too Far #4), 4.24, 27253
Leave It to Psmith, 4.30, 6486
Home: A Hidden Tale - Sinister Tales, 4.69, 26
Orientalism, 4.08, 12183
زمن الخيول البيضاء, 4.43, 6704
Lord Edgware Dies, 3.88, 19587
Vanish (Rizzoli & Isles #5), 4.12, 43953
City of Ghosts (Downside Ghosts #3), 4.23, 8323
Unholy Magic (Downside Ghosts #2), 4.08, 8910
The Design of Everyday Things, 4.18, 16086
I Lucifer, 3.63, 7744
Alamut, 4.30, 5964
The Other, 3.99, 17009
Лавина, 4.44, 768
Street Magic (The Circle Opens #2), 4.12, 20275
Hafalan Shalat Delisa, 4.21, 8083
Embrace The Darkness (Guardians of Eternity #2), 4.15, 8474
Snakehead (Alex Rider #7), 4.15, 35646
InuYasha: Turning Back Time (InuYasha #1), 4.26, 47503
Parade's End, 3.92, 4688
Bad Science, 4.07, 28096
Between the World and Me, 4.40, 112512
The Deep End of the Ocean (Cappadora Family #1), 3.84, 105914
Sunrise (Warriors: Power of Three #6), 4.35, 12144
Invincible (Chronicles of Nick #2), 4.27, 22200
The Visitation, 3.91, 17316
Have a Nice Day!: A Tale of Blood and Sweatsocks, 4.31, 6233
Sweet Venom (Medusa Girls #1), 3.92, 11471
Lighthousekeeping, 3.84, 6509
Dance of Death (Pendergast #6; Diogenes #2), 4.16, 22466
Moon Tiger, 3.86, 7661
Gone to Soldiers, 4.27, 3505
Of Love and Shadows, 3.96, 19871
Four Quartets, 4.37, 11650
Eaters of the Dead, 3.64, 29200
The King (Black Dagger Brotherhood #12), 4.37, 39127
Spook Country (Blue Ant #2), 3.67, 16627
Jennifer Government, 3.65, 11779
The Love Poems of Rumi, 4.33, 2396
Wall and Piece, 3.83, 163655
From the Earth to the Moon (Extraordinary Voyages #4), 3.78, 18204
Defiance (Significance #3), 4.31, 23203
Gateway (Heechee Saga #1), 4.07, 32815
The Raven Prince (Princes Trilogy #1), 3.98, 15521
Ramayana, 4.11, 5184
Goddess of the Sea (Goddess Summoning #1), 3.88, 8604
My Father's Dragon (My Father's Dragon #1), 4.09, 27675
Black Water (Pendragon #5), 4.16, 20567
The Snow Queen (The Snow Queen Cycle #1), 3.95, 10272
Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi #4), 3.61, 8524
Spoon River Anthology, 4.02, 7181
The Pillars of Creation (Sword of Truth #7), 3.67, 46595
Tehanu (Earthsea Cycle #4), 3.89, 23933
Curse the Dawn (Cassandra Palmer #4), 4.16, 19089
A Conspiracy of Kings (The Queen's Thief #4), 4.09, 15260
Bambi, 4.10, 29663
City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments #1-5), 4.59, 11933
Spark (Elemental #2), 4.16, 14748
The Walk (The Walk #1), 4.13, 17869
The Master Butchers Singing Club, 4.03, 18894
The Problem of Pain, 4.11, 32943
Rakkety Tam (Redwall #17), 4.13, 8616
Love in the Ruins, 3.88, 2747
Safe House (1-800-Where-R-You #3), 4.10, 10640
Julie of the Wolves (Julie of the Wolves #1), 3.79, 48368
Evil Genius (Genius #1), 3.80, 7411
Revolution 2020: Love Corruption Ambition, 3.08, 45663
Tilt, 4.20, 12986
Leo, 4.06, 32780
Skippy Dies, 3.72, 17648
Wicked: Witch & Curse (Wicked #1-2), 3.61, 9881
Claimed By Shadow (Cassandra Palmer #2), 3.98, 19599
Into The Shadow (Darkness Chosen #3), 4.20, 6973
Darklight (Wondrous Strange #2), 3.92, 9357
Code Name Cassandra (1-800-Where-R-You #2), 4.06, 11665
Collapse: How Societies Choose to Fail or Succeed, 3.92, 47830
11 Birthdays (Willow Falls #1), 4.18, 24176
Forgive My Fins (Fins #1), 3.85, 16269
Maya's Notebook, 3.81, 18066
This Song Will Save Your Life, 3.95, 22192
The Queen (The Selection #0.4), 3.93, 25829
Unique Different Found (Nightfall #1), 3.66, 937
Forgotten Saved Loved (Nightfall #2), 4.16, 292
Downright Delinquents, 4.30, 101
The Rivers of Zadaa (Pendragon #6), 4.19, 21231
Underworld (Underworld #1), 4.08, 1840
Naked Empire (Sword of Truth #8), 3.82, 42753
In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber (Bloody Jack #4), 4.30, 8334
The Subterraneans, 3.68, 11745
Coriolanus, 3.71, 9866
The Teachings of Don Juan: A Yaqui Way of Knowledge, 3.94, 31327
A Passion Most Pure (Daughters of Boston #1), 4.01, 4984
More Than This (More Than #1), 4.15, 28513
Cat on a Hot Tin Roof, 4.07, 46585
The Unabridged Devil's Dictionary, 4.13, 7924
The Poet (Jack McEvoy #1; Harry Bosch Universe #5), 4.19, 62133
Maisie Dobbs (Maisie Dobbs #1), 3.91, 56101
The Memory of Running, 3.76, 9929
The Wish List, 3.77, 14341
The Rapture of Canaan, 3.80, 31004
A Single Man, 4.10, 18112
for colored girls who have considered suicide/when the rainbow is enuf, 4.27, 25473
Mystic City (Mystic City #1), 3.76, 9893
The Running Dream, 4.30, 18809
A Passion Redeemed (Daughters of Boston #2), 4.15, 2645
Death Note Vol. 8: Target (Death Note #8), 4.27, 15294
A Woman of Independent Means, 3.95, 2640
The Misanthrope, 3.78, 14676
The Unusual Suspects (The Sisters Grimm #2), 4.23, 18934
Blood Ties (Blood Ties #1), 4.12, 3942
In Flight (Up in the Air #1), 4.10, 66419
The Invaders (Brotherband Chronicles #2), 4.40, 14811
Lyrical Ballads, 3.93, 9199
Reboot (Reboot #1), 3.92, 26486
The October Country, 4.16, 10484
Chapterhouse: Dune (Dune Chronicles #6), 3.89, 38043
Tribulation Force (Left Behind #2), 3.94, 32696
A Passion Denied (Daughters of Boston #3), 4.24, 1945
The Lake of Dead Languages, 3.79, 9176
Blindsighted (Grant County #1), 4.10, 48413
Stranded with a Billionaire (Billionaire Boys Club #1), 3.86, 11407
The Story of Art, 3.85, 188281
Sam's Letters to Jennifer, 4.15, 80622
The Fury (The Vampire Diaries #3), 3.55, 24274
Caged in Darkness (Caged #1), 3.55, 687
A Legacy of Madness: Recovering My Family from Generations of Mental Illness, 3.62, 151
Enjambre Sutil, 4.67, 9
I am an Island, 3.90, 20
A Tale of the Other Kind (Therian #1), 3.59, 76
Shattered (Shattered Hearts #1), 4.01, 177
It's Not What You Think (It's Not What You Think #1), 4.27, 15
The Queen of the Tearling (The Queen of the Tearling #1), 4.02, 57699
The Girl Who Fell, 3.64, 1139
Just Perfect, 4.32, 44
And the Tide Turns, 3.92, 38
Woven, 3.89, 823
Hunt for the Star (The Eldon Archives #1), 4.82, 45
Silhouette, 4.35, 17
Beautiful Affliction, 4.20, 489
Girl of Shadow, 4.42, 12
The Oldest Soul - Animus (The Oldest Soul Trilogy Book 1), 3.99, 190
ثلة من أسماء الاجرام, 4.58, 12
Follow Your Heart, 3.54, 7425
Bullet (Anita Blake Vampire Hunter #19), 3.83, 27875
Children of Paranoia (Children of Paranoia #1), 3.63, 597
Music of the Heart (Runaway Train #1), really liked it 4.00, 34214
The Scriptlings, 4.07, 82
Shahnameh: The Persian Book of Kings, 4.51, 3349
The Kreutzer Sonata, 3.90, 13823
Freedom: The End of the Human Condition, 3.59, 122
All of the Rogers, 4.27, 33
Midnight Bayou, 3.96, 27217
Whale Talk, 3.96, 9630
Life on the Other Side: A Psychic's Tour of the Afterlife, really liked it 4.00, 1964
The Artist's Way, 3.88, 72080
Eating Smoke: One Man's Descent Into Crystal Meth Psychosis in Hong Kong's Triad Heartland, 3.57, 475
The Iron-Jawed Boy (Guardians of Illyria #1), 4.16, 337
The Iron-Jawed Boy and the Hand of the Moon (Guardians of Illyria  #2), 4.48, 128
Unforgiven (Fallen #5), 3.92, 6068
Charcoal Tears (Seraph Black #1), 4.14, 5146
Welcome to Night Vale (Night Vale #1), 3.86, 21994
The Perilous Gard, 4.09, 7094
Escape, 3.96, 31056
Elmer Gantry, 3.98, 3987
The Case-Book of Sherlock Holmes, 4.20, 15040
Independence (Significance #4), 4.32, 15855
Song of the Sparrow, 4.05, 8691
Hard Up Ardon #1, 3.98, 49
Forbid Me (The Good Ol' Boys #2), 4.28, 4941
The Gates to Love and War, 4.57, 28
Wicked 2: Legacy & Spellbound (Wicked #3-4), 3.87, 9355
Underworld: Evolution (Underworld #3), 4.08, 673
The Quincunx, 4.06, 5242
Pegasus (Pegasus #1), 3.59, 7825
The Schopenhauer Cure, 4.16, 9061
Going Solo, 4.05, 16572
Mid Ocean, really liked it 4.00, 185
Captivated (The Affliction Series #1), 3.90, 2703
Raid (Unfinished Hero #3), 4.23, 27541
Why Not-World, 4.02, 41
Taming the Blowing Wind (Dragon Shaman #1), 4.25, 20
Don't Make Me Beautiful, really liked it 4.00, 4470
Intertwined, 4.50, 667
Drop City, 3.84, 10140
Divisadero, 3.48, 9426
Déjà Dead (Temperance Brennan #1), 3.86, 109854
Always and Forever Lara Jean (To All the Boys I've Loved Before #3), 4.22, 25025
Letters from the Earth: Uncensored Writings, 4.22, 7239
Thirst No. 3: The Eternal Dawn (Thirst #3), 4.14, 17742
Winter's Passage (Iron Fey #1.5), 3.96, 21842
Doomed (Ancient Legends #2), 3.93, 1855
A Handful of Dust, 3.92, 19517
The Magic (The Secret #3), 4.15, 9945
Charmeine (The Light-Bearer #1), 3.95, 128
This is All: The Pillow Book of Cordelia Kenn, 4.29, 1888
Once (Eve #2), 3.90, 16740
Arsen: A Broken Love Story, 4.20, 13895
Refuge: An Unnatural History of Family and Place, 4.14, 7253
Daggerspell (Deverry #1), 3.88, 12297
Ishmael, 4.38, 548
Under the Skin, 3.72, 15872
I Kill Giants, 4.16, 10367
The Witches of the Glass Castle (The Witches of the Glass Castle #1), 3.98, 540
Paris Spleen, 4.32, 8223
Ghost Hand (The PSS Chronicles #1), 3.93, 927
False Security, 4.19, 145
A Heart So White, 4.01, 5448
First Love, 3.77, 13776
Blind Willow Sleeping Woman, 3.83, 24385
How to Love, 3.73, 14152
We Are the Ants, 4.22, 12190
The Betrothed, 3.76, 4692
The Keys of the Kingdom, 4.28, 1793
Jo's Boys (Little Women #3), 3.81, 26913
Flesh and Blood, 4.01, 4372
Eugénie Grandet, 3.79, 13718
The Renegade Hunter (Argeneau #12; Rogue Hunter #3), 4.32, 12875
Holy Bible: New Living Translation, 4.69, 6122
Shanghai Baby, 3.21, 3813
Heavy Duty People (Brethren Trilogy #1), 3.96, 193
Ain't She Sweet, 4.05, 18200
The Beginning (Precipice #1), 4.15, 55
Foretold (The Demon Trappers #4), 4.34, 5717
The Thin Executioner, 4.17, 4241
Worm, 4.67, 3193
The Martian, 4.40, 549569
Behind Closed Doors, 3.93, 125163
The Last Picture Show, 3.96, 11408
Glimmerglass (Faeriewalker #1), 3.76, 19285
The Wedding (Lairds' Fiancées #2), 4.18, 23385
India After Gandhi: The History of the World's Largest Democracy, 4.35, 10829
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife, 3.68, 43813
Memoirs of an Imaginary Friend, 4.10, 24493
The Cradle Will Fall, 3.89, 15843
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism, 3.78, 30930
Nine Minutes (Nine Minutes #1), 4.40, 14590
High Couch of Silistra (Silistra #1), 3.81, 276
Nimona, 4.20, 56701
Princess in Training (The Princess Diaries #6), 3.70, 25781
Teacher Man (Frank McCourt #3), 3.73, 26581
L'Œuvre au noir, 4.09, 2836
The Study Series Bundle (Study #1-3), 4.46, 2485
The High King's Tomb (Green Rider #3), 4.22, 13132
A Trip to the Stars, 4.29, 1888
Heavenly (Heavenly #1), 3.75, 2647
Left Neglected, 3.95, 58175
Morning Glory, 4.24, 9827
The Flight of the Feathered Serpent, 4.56, 101
Reckless Magic (Star-Crossed #1), 4.01, 10840
Poison, 3.98, 5293
Cathedral, 4.29, 21669
The Call of Cthulhu, 4.05, 23469
Requiem for Humanity (Last Days #1), 4.46, 24
100 Love Sonnets, 4.40, 12646
Tilt (Dreams of Chaos #2), 4.61, 23
Patience's Love, it was amazing 5.00, 10
The Trouble with Playing Cupid (Cupid #1), really liked it 4.00, 56
Sokrates'in Savunması, 4.15, 23646
The King's Scrolls (Ilyon Chronicles #2), 4.62, 358
Bad Romeo (Starcrossed #1), 4.09, 16705
Mindfulness Living in the Moment - Living in the Breath, 4.74, 81
Captains and the Kings, 4.11, 15750
A Course in Astral Travel and Dreams, 4.45, 95
Keep the Aspidistra Flying, 3.87, 11658
Off Armageddon Reef (Safehold #1), 4.12, 8591
Wings of the Wicked (Angelfire #2), 4.24, 13639
Chaysing Dreams (Chaysing Trilogy #1), 4.27, 195
A Court of Wings and Ruin (A Court of Thorns and Roses #3), 4.53, 86089
QED: The Strange Theory of Light and Matter, 4.23, 12065
Many Waters (A Wrinkle in Time Quintet #4), 4.01, 36059
The Beauty Myth, 3.89, 14994
The Glass Palace, 3.94, 18190
The Wiccan Diaries (The Wiccan Diaries #1), 3.66, 108
Goliath (Leviathan #3), 4.25, 25882
James Potter and the Hall of Elders' Crossing (James Potter #1), 3.78, 21574
The Other Wind (Earthsea Cycle #6), 4.06, 13634
Brawn (New Species #5), 4.22, 13837
Flyboys: A True Story of Courage, 4.15, 15179
ديوان الإمام الشافعي, 4.48, 3222
The Museum of Innocence, 3.70, 17321
The Secret Scripture, 3.76, 13215
What I Talk About When I Talk About Running, 3.80, 65002
Rita Hayworth and Shawshank Redemption: A Story from Different Seasons, 4.52, 13647
I'll Steal You Away, 3.80, 5398
Jumper (Jumper #1), 3.90, 11337
Size 12 Is Not Fat (Heather Wells #1), 3.75, 69110
Bestiario, 4.25, 9926
The Magician's Assistant, 3.64, 26929
The Witches of Eileanan (The Witches of Eileanan #1), really liked it 4.00, 5090
Afterlight (Dark Ink Chronicles #1), 3.71, 3868
The Peace of the Spirit Within: A Guide to Transform Your Life, 4.62, 84
Touch (Denazen #1), 3.82, 13890
Bitten & Smitten (Immortality Bites #1), 3.68, 7413
Slathbog's Gold (Adventurers Wanted #1), 4.17, 9232
Kiss of the Spider Woman, 3.95, 9538
The Midwife's Confession, 4.05, 29208
The Stolen: Two Short Stories, 4.07, 76
The Case of Charles Dexter Ward, 4.19, 11762
Relativity: The Special and the General Theory, 4.17, 13642
A Lover's Discourse: Fragments, 4.37, 5309
Tracy's Tiger, 4.26, 2216
The Long Earth (The Long Earth #1), 3.74, 39611
The Legend of the Blue Eyes (Blue Eyes Trilogy #1), 3.81, 2601
ذاكرة الجسد, 3.86, 20776
The Persian Boy (Alexander the Great #2), 4.18, 6159
Allegiant (Divergent #3), 3.63, 677459
Mistborn (Mistborn #1), 4.43, 249799
Free to Choose: A Personal Statement, 4.22, 5673
The Famished Road, 3.73, 9068
Oldest Living Confederate Widow Tells All, 3.84, 5271
Sovereign (Matthew Shardlake #3), 4.28, 14732
The Reality Dysfunction (Night's Dawn #1), 4.13, 25153
Artemis Fowl Boxed Set Bks 1-5 (Artemis Fowl #1-5), 4.29, 11145
Sirensong (Faeriewalker #3), 3.95, 8641
The Instructions, 4.05, 2162
The Marriage of Heaven and Hell, 4.25, 7016
No Safety in Numbers (No Safety in Numbers #1), 3.55, 5216
The Unicorn Tree, 4.44, 32
The Beginning: Born at Midnight and Awake at Dawn (Shadow Falls #1-2), 4.53, 3119
Confessions of a Murder Suspect (Confessions #1), 3.90, 23227
The Son, 3.98, 25163
Fairytales for Wilde Girls, 4.15, 823
Ask the Passengers, 3.88, 19662
King of the Wind: The Story of the Godolphin Arabian, 4.19, 21548
Sea of Poppies (Ibis Trilogy #1), 3.93, 18746
The Girl with Ghost Eyes (Xian Li-lin #1), 3.91, 2254
Meditation: Insights and Inspirations, 4.74, 102
Life is Elsewhere, 3.95, 11564
Me Before You (Me Before You #1), 4.27, 770441
Money, 3.70, 16765
The Expected One (Magdalene Line Trilogy #1), 3.90, 6247
Suicide Notes, 3.92, 15753
Princess Ben, 3.73, 16191
Fresh, 4.44, 27
Habibi, 4.04, 29330
The Sign of the Beaver, 3.77, 26313
Teeth, 3.80, 2776
Love in English (Love in English #1), 4.07, 13592
The Notebook The Proof The Third Lie: Three Novels, 4.37, 5430
The Way of Kings (The Stormlight Archive #1), 4.64, 175058
Flowers for Algernon, 4.07, 347793
Turtles All the Way Down, 4.19, 42661
The Ginger Man, 3.66, 8394
The Other Side of the Story, 3.77, 35199
The Elegant Universe: Superstrings Hidden Dimensions and the Quest for the Ultimate Theory, 4.06, 71837
The Robots of Dawn (Robot #3), 4.13, 30036
وعاظ السلاطين, 4.04, 5925
Red: The Heroic Rescue (The Circle #2), 4.30, 21121
The Emperor's Edge (The Emperor's Edge #1), 4.03, 10197
Five Flavors of Dumb, 3.88, 9180
Binders Full of Women, 3.29, 55
The Eagle's Secret, 3.85, 62
Sinner (The Wolves of Mercy Falls #4), 3.94, 14754
Sheepfarmer's Daughter (The Deed of Paksenarrion #1), 4.15, 9421
Dom Wars: Rounds 1 2 3 (Dom Wars #1-3), 4.01, 651
Red Queen (Red Queen #1), 4.08, 316851
Persuasion, 4.13, 413192
العبرات, 3.94, 5570
Shugo Chara! Vol. 1: Who Do You Want to Be? (Shugo Chara! #1), 4.12, 17664
Bloody Valentine (Blue Bloods #5.5), 3.98, 21116
Bite Me If You Can (Argeneau #6), 4.27, 17957
An Unquiet Mind: A Memoir of Moods and Madness, 4.03, 45486
The Crossing of Ingo (Ingo #4), 4.10, 2635
Scribbler of Dreams, 3.97, 3501
Touch & Geaux (Cut & Run #7), 4.52, 7901
Riddle-Master (Riddle-Master #1-3), 4.23, 9197
If You Give a Pig a Pancake, 4.24, 52958
Pearls of Lutra (Redwall #9), 3.99, 16876
Grotesque, 3.67, 7451
Prophecy of the Sisters (Prophecy of the Sisters #1), 3.55, 14060
Lord of the Abyss (Royal House of Shadows #4), 4.11, 6764
The Raging Quiet, 4.22, 3694
The Complete Hush Hush Saga: Hush Hush; Crescendo; Silence; Finale, 4.48, 5511
Daun Yang Jatuh Tak Pernah Membenci Angin, 3.97, 10524
The Psychopath Test: A Journey Through the Madness Industry, 3.92, 90014
Reunion (Redemption #5), 4.49, 11801
The First Pillar (Everville #1), 3.60, 655
Alice Bliss, 3.81, 2667
Calling Me Home, 4.21, 28069
مع الله, 4.31, 2719
The Big Four, 3.60, 22514
The Adventures of Augie March, 3.85, 14070
Battle Cry of Freedom, 4.32, 20986
Tangled Threads (Elemental Assassin #4), 4.16, 16706
Saatleri Ayarlama Enstitüsü, 4.42, 6296
The Making of the Atomic Bomb, 4.32, 13633
Demon Kissed (Demon Kissed #1), 3.83, 4430
The Red Garden, 3.69, 15689
28 حرف, 3.10, 16507
Committed: A Skeptic Makes Peace with Marriage, 3.39, 42131
The Disreputable History of Frankie Landau-Banks, 3.83, 39708
Embassytown, 3.86, 21142
Robopocalypse (Robopocalypse #1), 3.67, 30973
The Complete Circle Series (The Circle #0-3), 4.55, 1639
Austerlitz, 4.04, 10208
The Madness Underneath (Shades of London #2), 3.88, 13684
Adultery, 3.02, 34102
Taiko: An Epic Novel of War and Glory in Feudal Japan, 4.25, 3264
Ayat-Ayat Cinta, 3.82, 12924
Black Hills, 4.08, 29418
My Life in France, 4.16, 68582
The Deep (Ingo #3), really liked it 4.00, 3912
Lullabies for Little Criminals, 3.96, 15592
Hush Hush (Hush Hush: The Graphic Novel #1), 4.26, 7069
The Accused (Theodore Boone #3), 3.96, 8400
Princess of the Silver Woods ( The Princesses of Westfalin Trilogy  #3), 4.05, 10000
The Shadow Throne (The Ascendance Trilogy #3), 4.23, 17482
Sweet Rome (Sweet Home #1.5), 4.29, 12694
The Assiduous Quest of Tobias Hopkins: The Complete Novel, 4.24, 92
All I Know Now: Wonderings and Reflections on Growing Up Gracefully, 4.14, 5994
My Best Friend's Girl, 4.02, 17415
Souls Unfractured (Hades Hangmen #3), 4.49, 12844
Fledgling (Jason Steed #1), 4.24, 917
Interesting Times: The Play, 4.11, 19432
Artemis Fowl: The Graphic Novel (Artemis Fowl: The Graphic Novels #1), 3.69, 6075
My Ishmael, 4.04, 8202
Ghostgirl (Ghostgirl #1), 3.28, 15344
Stand on Zanzibar, 3.97, 12066
The Book of Luke, 3.73, 12902
Appointment in Samarra, 3.83, 11700
The Black Book, 3.89, 7356
The Iron Butterfly (Iron Butterfly #1), 4.20, 9137
Vampire Academy (Vampire Academy #1-6), 4.52, 6545
Beautiful Malice, 3.76, 6306
At Home: A Short History of Private Life, 3.96, 62801
Die Känguru-Chroniken: Ansichten eines vorlauten Beuteltiers (Die Känguru-Chroniken #1), 4.28, 3968
Sensual Desires (Amatore's Restaurant #2), 4.88, 24
Morrigan's Cross (Circle Trilogy #1), 4.14, 45643
The Floating Opera and The End of the Road, 4.03, 1827
Marabou Stork Nightmares, 3.84, 8472
Remember (Redemption #2), 4.41, 17199
Pack Challenge (Magnus Pack #1), 3.98, 16377
Tales of Ordinary Madness, 3.99, 17062
Ophelia, 3.74, 9281
Alpha (Shifters #6), 4.31, 13400
شاب كشك في رحلة البحث عن الجادون, 3.66, 8176
